fbr_id,cnic,full_name,reported_address,city,province,date,fiscal_year,declared_income_pkr,tax_paid_pkr,filer_status,declared_assets_pkr,income_source
FBR-2020-738377,35202-1000086-2,F. Mirza,"House 138, Street 1, Gulberg, Faisalabad",Faisalabad,Punjab,2020-12-02,2020,25783882,90036,Non-Filer,56886846,Business
FBR-2025-764825,54400-1000287-9,Ayesha Khan Sahib,"House 276, Street 28, Madina Town, Faisalabad",Faisalabad,Punjab,2025-12-09,2025,610338,245,Non-Filer,1172399,Rental
FBR-2022-344700,35202-1001327-9,Khalid Malik,"House 989, Street 2, Bahria Town, Lahore",Lahore,Punjab,2022-06-16,2022,1389055,4799,Non-Filer,298191,Freelance
FBR-2023-897094,35202-1001791-7,Hamza Sheikh Sahib,"House 217, Street 15, Satellite Town, Gujranwala",Gujranwala,Punjab,2023-03-11,2023,2157289,275053,Filer,1774652,Freelance
FBR-2019-526380,35202-1001523-1,Chaudhry Kashif Javed,"House 925, Street 24, Jinnah Town, Quetta",Quetta,Balochistan,2019-09-11,2019,15925665,60063,Non-Filer,3012530,Business
FBR-2025-157674,54400-1000062-4,Chaudhry Ahmed Baig,"House 580, Street 18, Barrage Road, Sukkur",Sukkur,Sindh,2025-01-31,2025,1615858,202051,Filer,1257523,Agriculture
FBR-2019-385518,54400-1001190-0,W. Akram,"House 703, Street 18, Johar Town, Lahore",Lahore,Punjab,2019-04-05,2019,1306332,130780,Late-Filer,455909,Agriculture
FBR-2024-439785,35202-1000111-7,Hamza Sheikh,"House 929, Street 5, Saddar, Hyderabad",Hyderabad,Sindh,2024-06-14,2024,2454732,189556,Filer,3385816,Unknown
FBR-2024-638041,17301-1000885-5,Z. Ahmed,"House 552, Street 2, Bahria Town, Lahore",Lahore,Punjab,2024-09-08,2024,440260,1762,Filer,702837,Salary
FBR-2023-950373,33100-1001864-8,S. Iqbal,"House 748, Street 20, Qasimabad, Hyderabad",Hyderabad,Sindh,2023-04-08,2023,7935962,35321,Non-Filer,5721772,Salary
FBR-2025-867858,45501-1000234-8,Laiba Khan,"House 500, Street 16, Jinnah Town, Quetta",Quetta,Balochistan,2025-06-06,2025,2071625,220626,Filer,2052308,Unknown
FBR-2024-655274,54400-1001126-2,Chaudhry Hamza Sheikh,"House 53, Street 26, Model Town, Lahore",Lahore,Punjab,2024-04-11,2024,728374,46965,Filer,198100,Salary
FBR-2018-502196,35202-1000264-8,Rabia Noor,"House 534, Street 20, Peoples Colony, Gujranwala",Gujranwala,Punjab,2018-12-11,2018,2117048,5045,Non-Filer,1246277,Salary
FBR-2016-636275,33100-1000656-2,M. Malik,"House 580, Street 28, University Road, Peshawar",Peshawar,KPK,2016-12-29,2016,13386228,1607877,Filer,14899156,Rental
FBR-2026-773386,45501-1000863-1,A. Iqbal,"House 126, Street 30, DHA Multan, Multan",Multan,Punjab,2026-01-17,2026,2269790,240283,Filer,2542742,Salary
FBR-2024-338254,17301-1001599-3,Laiba Khan,"House 209, Street 2, Hayatabad, Peshawar",Peshawar,KPK,2024-12-17,2024,846394,49018,Filer,344837,Freelance
FBR-2026-756935,45501-1000063-1,Kamran Qureshi Sahib,"House 971, Street 26, Gulberg, Lahore",Lahore,Punjab,2026-04-29,2026,6035019,271456,Filer,5577356,Salary
FBR-2026-982925,33100-1000517-9,Ahmed Baig,"House 679, Street 26, Satellite Town, Quetta",Quetta,Balochistan,2026-07-30,2026,871969,112333,Filer,2523573,Salary
FBR-2022-636656,33100-1001356-2,M. Malik,"House 765, Street 3, Qasimabad, Hyderabad",Hyderabad,Sindh,2022-06-04,2022,7401840,546765,Filer,2949420,Unknown
FBR-2017-209884,35202-1001649-3,Chaudhry Bilal Ahmed,"House 382, Street 32, Canal Road, Faisalabad",Faisalabad,Punjab,2017-07-05,2017,2141548,244844,Filer,373236,Freelance
FBR-2021-144404,61101-1000193-1,Kashif Javed,"House 596, Street 24, DHA Phase 2, Islamabad",Islamabad,Islamabad,2021-11-18,2021,2488327,1459,Non-Filer,3056502,Business
FBR-2022-475277,17301-1000361-7,Saad Qureshi,"House 283, Street 3, Civil Lines, Gujranwala",Gujranwala,Punjab,2022-08-21,2022,3264543,278013,Filer,1506999,Freelance
FBR-2025-996687,33100-1000070-0,Waseem Akram,"House 166, Street 30, Bosan Road, Multan",Multan,Punjab,2025-01-23,2025,2288865,194520,Filer,625466,Salary
FBR-2016-447684,54400-1001659-3,Nimra Aslam,"House 458, Street 12, Shah Rukn-e-Alam, Multan",Multan,Punjab,2016-03-27,2016,1786518,181956,Filer,432286,Unknown
FBR-2023-447248,61101-1001287-9,Ahmed Baig,"House 113, Street 27, Bahria Town, Rawalpindi",Rawalpindi,Punjab,2023-07-06,2023,1099849,127229,Filer,404373,Freelance
FBR-2023-910674,54400-1001536-2,Naveed Raza,"House 534, Street 11, Civil Lines, Gujranwala",Gujranwala,Punjab,2023-08-22,2023,1099414,41894,Filer,839269,Business
FBR-2026-388256,54400-1000670-0,U. Malik,"House 749, Street 28, Hayatabad, Peshawar",Peshawar,KPK,2026-10-14,2026,1562301,164520,Filer,795931,Unknown
FBR-2020-219064,42101-1001136-2,Fahad Mirza Sahib,"House 274, Street 5, Cantt, Quetta",Quetta,Balochistan,2020-11-08,2020,2021849,133764,Late-Filer,344211,Agriculture
FBR-2026-669317,35202-1000859-3,Chaudhry Rabia Noor,"House 262, Street 14, Bahria Town, Lahore",Lahore,Punjab,2026-04-28,2026,706255,3318,Non-Filer,675275,Freelance
FBR-2020-257818,42101-1001380-0,Chaudhry Danish Butt,"House 579, Street 19, Cantt, Multan",Multan,Punjab,2020-09-24,2020,1804875,119144,Filer,779234,Salary
FBR-2019-422222,35202-1001726-2,Saad Qureshi Sahib,"House 241, Street 27, Queens Road, Sukkur",Sukkur,Sindh,2019-10-02,2019,2412003,3511,Non-Filer,2781047,Business
FBR-2020-803283,61101-1000327-9,Chaudhry Umer Farooq,"House 114, Street 4, DHA Phase 2, Islamabad",Islamabad,Islamabad,2020-07-31,2020,5098706,191273,Filer,6477633,Freelance
FBR-2016-957215,61101-1000678-6,Hira Shah Sahib,"House 107, Street 29, Bahria Town, Lahore",Lahore,Punjab,2016-10-23,2016,985475,39042,Filer,954296,Unknown
FBR-2019-230210,42101-1001728-6,Hira Shah,"House 844, Street 12, Chaklala, Rawalpindi",Rawalpindi,Punjab,2019-05-01,2019,4932570,617092,Filer,798301,Unknown
FBR-2018-157120,42101-1001914-8,L. Khan,"House 951, Street 14, Cantt, Multan",Multan,Punjab,2018-07-03,2018,1801634,1540,Non-Filer,2058082,Unknown
FBR-2021-388614,17301-1000654-8,Laiba Khan,"House 843, Street 24, Bahria Enclave, Islamabad",Islamabad,Islamabad,2021-12-02,2021,839696,22081,Filer,836315,Salary
FBR-2018-426938,42101-1000036-2,M. Ahmed,"House 989, Street 13, Hussainabad, Hyderabad",Hyderabad,Sindh,2018-08-14,2018,391256,611,Non-Filer,638087,Freelance
FBR-2018-356927,33100-1000753-1,Kashif Javed,"House 139, Street 30, Peoples Colony, Gujranwala",Gujranwala,Punjab,2018-11-03,2018,2086915,6547,Non-Filer,616896,Salary
FBR-2025-812009,33100-1000488-6,Shazia Butt,"House 662, Street 13, Saddar, Rawalpindi",Rawalpindi,Punjab,2025-02-03,2025,383861,2521,Late-Filer,642058,Freelance
FBR-2017-585068,54400-1000903-1,K. Qureshi,"House 105, Street 9, Satellite Town, Gujranwala",Gujranwala,Punjab,2017-01-18,2017,854083,2145,Non-Filer,223829,Agriculture
FBR-2017-468564,17301-1000324-8,S. Iqbal,"House 505, Street 20, Qasimabad, Hyderabad",Hyderabad,Sindh,2017-01-25,2017,791912,38169,Filer,743170,Rental
FBR-2024-191162,54400-1001129-3,S. Iqbal,"House 599, Street 5, G-11, Islamabad",Islamabad,Islamabad,2024-12-24,2024,9294240,450964,Filer,1144924,Agriculture
FBR-2024-759000,35202-1001128-6,Fatima Ali,"House 961, Street 35, New Pind, Sukkur",Sukkur,Sindh,2024-11-02,2024,1461311,64958,Filer,298478,Salary
FBR-2016-401837,61101-1001727-9,Chaudhry Umer Farooq,"House 828, Street 23, Barrage Road, Sukkur",Sukkur,Sindh,2016-04-12,2016,5258501,461459,Filer,938271,Salary
FBR-2024-500468,54400-1000091-7,Taha Hussain,"House 343, Street 29, F-10, Islamabad",Islamabad,Islamabad,2024-12-24,2024,7220847,854748,Late-Filer,1020378,Rental
FBR-2017-757010,42101-1001495-5,S. Ahmed,"House 458, Street 29, Canal Road, Faisalabad",Faisalabad,Punjab,2017-02-06,2017,3741733,224332,Filer,193261,Freelance
FBR-2019-333614,42101-1001535-5,H. Ghani,"House 159, Street 14, People Colony, Faisalabad",Faisalabad,Punjab,2019-08-20,2019,2235922,127584,Filer,3829325,Business
FBR-2022-177224,33100-1000499-3,Chaudhry Sana Iqbal,"House 910, Street 28, Model Town, Lahore",Lahore,Punjab,2022-12-22,2022,496566,3020,Filer,294915,Unknown
FBR-2019-830624,33100-1001244-8,Rabia Noor,"House 224, Street 28, Military Road, Sukkur",Sukkur,Sindh,2019-03-17,2019,769945,99203,Filer,695770,Agriculture
FBR-2019-228000,61101-1001186-2,Chaudhry Naveed Raza,"House 138, Street 14, Gulberg, Faisalabad",Faisalabad,Punjab,2019-07-13,2019,1270217,140668,Filer,1655494,Business
FBR-2017-952688,17301-1001524-8,Rabia Noor Sahib,"House 764, Street 6, Bahadurabad, Karachi",Karachi,Sindh,2017-07-24,2017,643408,61174,Filer,1028759,Business
FBR-2021-389776,54400-1000378-6,Kamran Qureshi,"House 342, Street 32, Jinnah Town, Quetta",Quetta,Balochistan,2021-06-28,2021,1665402,60726,Filer,1710196,Unknown
FBR-2023-191441,35202-1000729-3,N. Hussain,"House 684, Street 9, Madina Town, Faisalabad",Faisalabad,Punjab,2023-03-13,2023,837459,505,Non-Filer,1172065,Unknown
FBR-2016-232436,17301-1001747-9,Chaudhry Khalid Malik,"House 167, Street 4, Samungli Road, Quetta",Quetta,Balochistan,2016-04-06,2016,2080378,3289,Non-Filer,2308078,Salary
FBR-2017-425279,61101-1001949-3,L. Khan,"House 55, Street 29, Bahria Enclave, Islamabad",Islamabad,Islamabad,2017-08-06,2017,5852593,488183,Late-Filer,7178194,Freelance
FBR-2026-505542,45501-1001661-7,Chaudhry Fahad Mirza,"House 889, Street 15, Bahria Town, Rawalpindi",Rawalpindi,Punjab,2026-04-13,2026,2496613,136085,Late-Filer,1256463,Unknown
FBR-2025-699179,35202-1000035-5,W. Akram,"House 917, Street 21, Satellite Town, Rawalpindi",Rawalpindi,Punjab,2025-09-15,2025,2088079,112427,Filer,100064,Business
FBR-2021-121196,61101-1000083-1,Hira Shah Sahib,"House 697, Street 10, Hayatabad, Peshawar",Peshawar,KPK,2021-11-06,2021,7448449,26104,Non-Filer,2148576,Rental
FBR-2021-429327,42101-1000996-2,Chaudhry Fahad Mirza,"House 919, Street 27, Queens Road, Sukkur",Sukkur,Sindh,2021-01-14,2021,5877752,15564,Non-Filer,8012891,Rental
FBR-2020-913597,45501-1000202-4,Ahmed Baig,"House 319, Street 6, Cantt, Quetta",Quetta,Balochistan,2020-10-27,2020,686421,20015,Filer,224548,Agriculture
FBR-2016-473963,61101-1000614-8,Chaudhry Rabia Noor,"House 793, Street 8, G-11, Islamabad",Islamabad,Islamabad,2016-03-13,2016,25892685,3715,Non-Filer,23543089,Agriculture
FBR-2024-458041,42101-1001208-6,Kashif Javed Sahib,"House 499, Street 23, Gulgasht, Multan",Multan,Punjab,2024-10-21,2024,12126,426,Non-Filer,113612,Unknown
FBR-2016-604197,42101-1000889-3,Nimra Aslam Sahib,"House 505, Street 9, People Colony, Faisalabad",Faisalabad,Punjab,2016-06-24,2016,4356687,365766,Filer,9543091,Rental
FBR-2021-793061,17301-1001860-0,Usman Malik Sahib,"House 18, Street 23, Wapda Town, Gujranwala",Gujranwala,Punjab,2021-07-23,2021,6887190,873729,Filer,2336984,Agriculture
FBR-2024-792128,17301-1000185-5,Zainab Ahmed,"House 567, Street 20, DHA Phase 5, Lahore",Lahore,Punjab,2024-03-05,2024,2847682,232783,Filer,5333892,Unknown
FBR-2021-309082,45501-1000545-5,Imran Siddiqui,"House 139, Street 9, Madina Town, Faisalabad",Faisalabad,Punjab,2021-02-18,2021,2491811,102506,Filer,3790744,Freelance
FBR-2024-613051,61101-1001586-2,S. Qureshi,"House 948, Street 17, Hussainabad, Hyderabad",Hyderabad,Sindh,2024-11-18,2024,352154,429,Non-Filer,203935,Business
FBR-2026-164348,35202-1001318-6,Asad Iqbal,"House 862, Street 22, Bahadurabad, Karachi",Karachi,Sindh,2026-11-29,2026,829499,1465,Non-Filer,609029,Freelance
FBR-2026-706424,45501-1000689-3,Laiba Khan Sahib,"House 500, Street 6, Madina Town, Faisalabad",Faisalabad,Punjab,2026-11-11,2026,7827031,809744,Filer,3739886,Salary
FBR-2023-439809,33100-1000373-1,Chaudhry Asad Iqbal,"House 559, Street 18, E-11, Islamabad",Islamabad,Islamabad,2023-07-14,2023,353056,2395,Filer,563867,Business
FBR-2017-339759,42101-1000933-1,Asad Iqbal,"House 737, Street 20, Madina Town, Faisalabad",Faisalabad,Punjab,2017-10-18,2017,1654574,939,Non-Filer,2071062,Business
FBR-2021-536416,33100-1000015-5,Chaudhry Danish Butt,"House 653, Street 24, DHA Phase 5, Lahore",Lahore,Punjab,2021-11-19,2021,13832428,1726574,Late-Filer,10547026,Unknown
FBR-2026-868539,33100-1000842-4,Chaudhry Ali Raza,"House 713, Street 3, New Pind, Sukkur",Sukkur,Sindh,2026-07-24,2026,2202954,241431,Filer,4235577,Unknown
FBR-2016-393697,42101-1001593-1,K. Javed,"House 638, Street 30, Hussainabad, Hyderabad",Hyderabad,Sindh,2016-11-30,2016,1193334,45204,Filer,1289254,Unknown
FBR-2023-799758,33100-1001806-2,Taha Hussain,"House 406, Street 34, Model Town, Gujranwala",Gujranwala,Punjab,2023-01-21,2023,22254647,884254,Filer,7738188,Unknown
FBR-2017-813060,33100-1001083-1,Chaudhry Shazia Butt,"House 28, Street 14, Gulberg, Faisalabad",Faisalabad,Punjab,2017-03-18,2017,7353053,27174,Non-Filer,5140133,Rental
FBR-2022-950147,17301-1000814-8,Sana Iqbal,"House 107, Street 24, G-11, Islamabad",Islamabad,Islamabad,2022-10-03,2022,3264236,158852,Filer,1231754,Agriculture
FBR-2025-445375,45501-1000921-7,Saad Qureshi,"House 504, Street 9, Satellite Town, Rawalpindi",Rawalpindi,Punjab,2025-04-06,2025,26803085,1501334,Filer,8164569,Freelance
FBR-2019-420749,42101-1001664-8,Rabia Noor,"House 974, Street 31, Gulshan-e-Iqbal, Karachi",Karachi,Sindh,2019-05-06,2019,363477,290,Late-Filer,633664,Agriculture
FBR-2021-625919,33100-1000428-6,Fatima Ali,"House 494, Street 17, Bahadurabad, Karachi",Karachi,Sindh,2021-02-17,2021,894243,84352,Filer,710465,Business
FBR-2024-295358,42101-1001070-0,Imran Siddiqui,"House 904, Street 31, Civil Lines, Gujranwala",Gujranwala,Punjab,2024-01-29,2024,6523500,14695,Non-Filer,9924471,Business
FBR-2019-748634,61101-1001904-8,Nimra Aslam Sahib,"House 423, Street 11, Madina Town, Faisalabad",Faisalabad,Punjab,2019-12-26,2019,3201052,329603,Late-Filer,330681,Business
FBR-2024-239329,42101-1001932-4,Chaudhry Ayesha Khan,"House 334, Street 13, Nazimabad, Karachi",Karachi,Sindh,2024-01-02,2024,10078693,33411,Non-Filer,4324696,Unknown
FBR-2017-160789,54400-1001626-2,Fahad Mirza,"House 278, Street 12, Barrage Road, Sukkur",Sukkur,Sindh,2017-04-14,2017,358883,2430,Filer,264089,Freelance
FBR-2025-151462,35202-1000593-1,Chaudhry Shazia Butt,"House 116, Street 22, Bahria Town, Lahore",Lahore,Punjab,2025-11-11,2025,928386,115675,Filer,393449,Business
FBR-2024-493185,17301-1000787-9,Chaudhry Maham Tariq,"House 447, Street 15, Satellite Town, Quetta",Quetta,Balochistan,2024-08-10,2024,773960,43957,Filer,1179332,Freelance
FBR-2017-495867,17301-1000991-7,S. Qureshi,"House 755, Street 14, Barrage Road, Sukkur",Sukkur,Sindh,2017-06-06,2017,546545,2718,Late-Filer,692552,Freelance
FBR-2019-785029,33100-1000650-0,Imran Siddiqui Sahib,"House 548, Street 9, Model Town, Lahore",Lahore,Punjab,2019-08-06,2019,16623713,2283,Non-Filer,9177747,Business
FBR-2025-325905,54400-1001576-2,Muhammad Ahmed,"House 13, Street 28, Military Road, Sukkur",Sukkur,Sindh,2025-01-14,2025,890265,56242,Filer,909641,Unknown
FBR-2020-914675,61101-1001549-3,Chaudhry Sana Iqbal,"House 556, Street 24, Satellite Town, Quetta",Quetta,Balochistan,2020-09-21,2020,6364329,508471,Late-Filer,4133563,Unknown
FBR-2016-767587,45501-1000560-0,Waseem Akram,"House 647, Street 14, Gulbahar, Peshawar",Peshawar,KPK,2016-12-11,2016,563476,4631,Filer,716718,Business
FBR-2021-905557,42101-1001958-6,Chaudhry Shazia Butt,"House 175, Street 30, Military Road, Sukkur",Sukkur,Sindh,2021-07-19,2021,3495026,203151,Filer,2004064,Unknown
FBR-2022-901375,35202-1000846-2,Hamza Sheikh,"House 866, Street 16, Gulberg, Lahore",Lahore,Punjab,2022-06-02,2022,27000341,29831,Non-Filer,47350233,Rental
FBR-2026-363655,17301-1001754-8,Bilal Ahmed,"House 461, Street 31, Bahadurabad, Karachi",Karachi,Sindh,2026-08-20,2026,658401,53560,Filer,154601,Unknown
FBR-2018-472236,45501-1001475-5,Usman Malik Sahib,"House 79, Street 28, Madina Town, Faisalabad",Faisalabad,Punjab,2018-01-10,2018,1191397,71685,Filer,1327920,Freelance
FBR-2024-401276,54400-1001929-3,Bilal Ahmed,"House 476, Street 23, Satellite Town, Gujranwala",Gujranwala,Punjab,2024-08-07,2024,368821,2099,Filer,155951,Unknown
FBR-2024-907402,35202-1000273-1,K. Qureshi,"House 486, Street 31, Bahria Town, Lahore",Lahore,Punjab,2024-05-04,2024,934614,4120,Non-Filer,464609,Business
FBR-2022-909415,33100-1001023-1,F. Ali,"House 88, Street 4, University Road, Peshawar",Peshawar,KPK,2022-08-05,2022,7974536,428848,Late-Filer,1625273,Unknown
FBR-2022-188349,54400-1001436-2,Chaudhry Muhammad Ahmed,"House 166, Street 31, Qasimabad, Hyderabad",Hyderabad,Sindh,2022-07-05,2022,2474767,308823,Filer,3356939,Agriculture
FBR-2024-551972,45501-1001772-4,Chaudhry Muneeb Akhtar,"House 527, Street 18, DHA Phase 2, Islamabad",Islamabad,Islamabad,2024-03-02,2024,656344,579,Non-Filer,256804,Freelance
FBR-2017-650200,35202-1001840-0,Imran Siddiqui,"House 278, Street 3, Latifabad, Hyderabad",Hyderabad,Sindh,2017-09-28,2017,25544492,2662758,Filer,23979961,Freelance
FBR-2016-684915,35202-1000376-2,Chaudhry Mariam Malik,"House 679, Street 9, Gulberg, Faisalabad",Faisalabad,Punjab,2016-10-11,2016,722183,2648,Non-Filer,1796799,Rental
FBR-2026-978720,45501-1001422-4,Muneeb Akhtar,"House 627, Street 13, Model Town, Gujranwala",Gujranwala,Punjab,2026-01-15,2026,3259604,121806,Late-Filer,592783,Freelance
FBR-2021-609955,54400-1000346-2,Naveed Raza Sahib,"House 487, Street 18, Warsak Road, Peshawar",Peshawar,KPK,2021-04-05,2021,400013,467,Filer,215043,Unknown
FBR-2021-676617,33100-1000892-4,M. Tariq,"House 531, Street 19, Military Road, Sukkur",Sukkur,Sindh,2021-04-05,2021,470327,811,Non-Filer,775161,Unknown
FBR-2021-365249,17301-1001469-3,Amna Chaudhry Sahib,"House 124, Street 2, Cantt, Quetta",Quetta,Balochistan,2021-09-04,2021,7251026,642822,Filer,12493452,Unknown
FBR-2023-955157,17301-1000554-8,Nida Hussain,"House 292, Street 24, Bosan Road, Multan",Multan,Punjab,2023-09-08,2023,1472941,1765,Non-Filer,1374893,Rental
FBR-2017-749185,54400-1000807-9,Chaudhry Ali Raza,"House 120, Street 31, Nazimabad, Karachi",Karachi,Sindh,2017-12-03,2017,1995391,7230,Non-Filer,1633208,Salary
FBR-2026-413914,33100-1001367-9,Ali Raza,"House 853, Street 9, Wapda Town, Gujranwala",Gujranwala,Punjab,2026-02-03,2026,6601072,9055,Non-Filer,5349764,Business
FBR-2019-207609,17301-1000151-7,Saad Qureshi,"House 62, Street 7, Gulshan-e-Iqbal, Karachi",Karachi,Sindh,2019-04-15,2019,19012941,773715,Filer,44113025,Business
FBR-2026-622346,33100-1001293-1,Chaudhry Shazia Butt,"House 751, Street 9, Gulberg, Faisalabad",Faisalabad,Punjab,2026-07-11,2026,1508298,3362,Non-Filer,954523,Freelance
FBR-2021-164652,35202-1000317-9,Ali Raza,"House 339, Street 4, Bosan Road, Multan",Multan,Punjab,2021-03-02,2021,1287058,4713,Non-Filer,2092864,Unknown
FBR-2026-935068,35202-1001935-5,Chaudhry Zainab Ahmed,"House 122, Street 10, University Road, Peshawar",Peshawar,KPK,2026-04-11,2026,26371468,64732,Non-Filer,5966657,Salary
FBR-2020-601574,61101-1001714-8,Amna Chaudhry,"House 139, Street 5, Gulberg, Lahore",Lahore,Punjab,2020-09-04,2020,956397,198,Non-Filer,979899,Salary
FBR-2022-860123,45501-1000150-0,Z. Ahmed,"House 953, Street 29, Civil Lines, Gujranwala",Gujranwala,Punjab,2022-11-01,2022,10447715,439077,Filer,6156681,Salary
FBR-2024-201423,33100-1000543-1,Kashif Javed Sahib,"House 63, Street 22, DHA Phase 2, Islamabad",Islamabad,Islamabad,2024-05-24,2024,2068517,95451,Filer,410382,Freelance
FBR-2021-182504,42101-1000805-5,Chaudhry Waseem Akram,"House 562, Street 1, Cantt, Multan",Multan,Punjab,2021-12-06,2021,3810670,251420,Filer,3450122,Freelance
FBR-2017-820347,35202-1001711-7,N. Raza,"House 48, Street 12, Satellite Town, Quetta",Quetta,Balochistan,2017-12-06,2017,2188472,82681,Filer,2048102,Rental
FBR-2020-999379,45501-1001168-6,Hira Shah,"House 163, Street 22, Saddar, Peshawar",Peshawar,KPK,2020-06-05,2020,956475,31101,Filer,1241438,Unknown
FBR-2026-653397,35202-1001424-8,Laiba Khan Sahib,"House 763, Street 18, Saddar, Rawalpindi",Rawalpindi,Punjab,2026-12-27,2026,2185280,244301,Late-Filer,2966913,Agriculture
FBR-2022-645656,17301-1001897-9,Chaudhry Ayesha Khan,"House 546, Street 2, Peoples Colony, Gujranwala",Gujranwala,Punjab,2022-08-08,2022,28071948,3446107,Filer,7782502,Rental
FBR-2018-634859,54400-1000051-7,Chaudhry Fahad Mirza,"House 598, Street 18, Cantt, Quetta",Quetta,Balochistan,2018-06-04,2018,337941,726,Non-Filer,301343,Unknown
FBR-2023-167451,54400-1000415-5,Huma Ghani,"House 471, Street 21, Latifabad, Hyderabad",Hyderabad,Sindh,2023-05-13,2023,4231968,343394,Late-Filer,884227,Salary
FBR-2023-912739,61101-1001187-9,K. Malik,"House 25, Street 8, Chaklala, Rawalpindi",Rawalpindi,Punjab,2023-12-28,2023,945496,38062,Filer,622361,Business
FBR-2016-582890,42101-1001736-2,Taha Hussain,"House 449, Street 28, Qasimabad, Hyderabad",Hyderabad,Sindh,2016-05-29,2016,26818381,923214,Filer,42944265,Salary
FBR-2022-965988,17301-1001835-5,D. Butt,"House 356, Street 21, University Road, Peshawar",Peshawar,KPK,2022-02-24,2022,3412809,9624,Non-Filer,843347,Rental
FBR-2026-127411,61101-1001735-5,Imran Siddiqui,"House 484, Street 24, Gulgasht, Multan",Multan,Punjab,2026-08-16,2026,659170,21828,Filer,413066,Business
FBR-2026-516236,54400-1001821-7,M. Ahmed,"House 881, Street 26, Jinnah Town, Quetta",Quetta,Balochistan,2026-11-13,2026,1427519,105920,Filer,142913,Unknown
FBR-2017-717431,54400-1001201-7,Saad Qureshi,"House 104, Street 24, Rohri, Sukkur",Sukkur,Sindh,2017-08-26,2017,552950,2681,Non-Filer,492946,Agriculture
FBR-2021-515551,61101-1000201-7,M. Malik,"House 810, Street 21, University Road, Peshawar",Peshawar,KPK,2021-03-19,2021,755572,57394,Filer,543418,Agriculture
FBR-2019-258682,35202-1001939-3,N. Aslam,"House 596, Street 8, Shah Rukn-e-Alam, Multan",Multan,Punjab,2019-01-13,2019,4710166,498027,Filer,1798080,Rental
FBR-2017-542550,54400-1000616-2,T. Hussain,"House 561, Street 30, Shah Rukn-e-Alam, Multan",Multan,Punjab,2017-06-21,2017,3188250,303738,Late-Filer,6027880,Business
FBR-2025-510030,33100-1000116-2,Saad Qureshi Sahib,"House 431, Street 31, Bahadurabad, Karachi",Karachi,Sindh,2025-11-11,2025,1408761,4240,Non-Filer,526834,Business
FBR-2024-362519,42101-1001236-2,Saad Qureshi,"House 304, Street 20, Bahadurabad, Karachi",Karachi,Sindh,2024-01-24,2024,1779689,92980,Filer,962535,Salary
FBR-2023-276734,35202-1000284-8,Chaudhry Bilal Ahmed,"House 55, Street 15, PWD, Rawalpindi",Rawalpindi,Punjab,2023-02-06,2023,4279970,218611,Filer,1093600,Freelance
FBR-2019-212555,45501-1000195-5,I. Siddiqui,"House 622, Street 15, Bahria Town, Rawalpindi",Rawalpindi,Punjab,2019-04-20,2019,812100,3303,Non-Filer,102229,Rental
FBR-2018-975813,54400-1001770-0,Imran Siddiqui Sahib,"House 175, Street 32, Samungli Road, Quetta",Quetta,Balochistan,2018-01-21,2018,1512586,190006,Filer,1596642,Rental
FBR-2016-366946,42101-1001964-8,Bilal Ahmed,"House 709, Street 28, Gulberg, Lahore",Lahore,Punjab,2016-03-27,2016,17841093,655758,Filer,28595740,Salary
FBR-2020-699463,17301-1000769-3,Amna Chaudhry,"House 160, Street 25, DHA Multan, Multan",Multan,Punjab,2020-01-20,2020,745032,583,Non-Filer,971161,Business
FBR-2022-796354,54400-1001909-3,Rabia Noor,"House 937, Street 35, Samungli Road, Quetta",Quetta,Balochistan,2022-09-13,2022,6665033,281149,Filer,761018,Salary
FBR-2019-226599,45501-1001142-4,Chaudhry Muneeb Akhtar,"House 123, Street 6, Canal Road, Faisalabad",Faisalabad,Punjab,2019-09-29,2019,467460,4956,Filer,152171,Business
FBR-2019-498998,54400-1000946-2,M. Ahmed,"House 815, Street 33, Civil Lines, Gujranwala",Gujranwala,Punjab,2019-02-28,2019,1613276,42183,Filer,893908,Agriculture
FBR-2020-958920,33100-1000511-7,T. Hussain,"House 240, Street 14, Cantt, Multan",Multan,Punjab,2020-06-16,2020,2200292,215000,Filer,1331592,Rental
FBR-2019-570538,54400-1001481-7,Chaudhry Saad Qureshi,"House 643, Street 8, Shah Rukn-e-Alam, Multan",Multan,Punjab,2019-07-07,2019,3778215,12034,Non-Filer,3214783,Salary
FBR-2025-403881,42101-1000482-4,Ahmed Baig,"House 646, Street 10, Saddar, Peshawar",Peshawar,KPK,2025-12-26,2025,1938974,148126,Filer,2147445,Unknown
FBR-2025-923850,61101-1001774-8,Laiba Khan,"House 956, Street 19, Latifabad, Hyderabad",Hyderabad,Sindh,2025-04-08,2025,2025484,2090,Non-Filer,2735914,Salary
FBR-2025-416111,54400-1000944-8,Amna Chaudhry,"House 103, Street 24, Military Road, Sukkur",Sukkur,Sindh,2025-06-19,2025,717052,88969,Late-Filer,175423,Business
FBR-2026-158944,33100-1001970-0,Zainab Ahmed,"House 476, Street 23, Madina Town, Faisalabad",Faisalabad,Punjab,2026-09-21,2026,1985111,217329,Filer,1058543,Salary
FBR-2019-698056,45501-1000261-7,F. Mirza,"House 65, Street 34, New Pind, Sukkur",Sukkur,Sindh,2019-03-25,2019,1323231,165071,Late-Filer,1939427,Business
